id,isim,universite,sure,tur,kosullar,siraid,fakulte,aciklama,il,unitur,onlisans,kontenjan2022,birinci2022,birincimaxpuan2022,birincipuan2022,birinciyerlesme2022,maxpuan2022,puan2022,sira2022,yerlesme2022,kiz2022,kiz2023,erkek2022,erkek2023,liseli2022,liseli2023,mezun2022,mezun2023,universiteli2022,universiteli2023,unimezunu2022,unimezunu2023,tercihtoplam2022,tercihtoplam2023,tercihbirinci2022,tercihbirinci2023,tercihilkuc2022,tercihilkuc2023,tercihilkdokuz2022,tercihilkdokuz2023,kontenjan2023,depremzedekontenjan2023,kadinkontenjan2023,sehitkontenjan2023,birinci2023,yerlesen2023,maxpuan2023,birinciyerlesen2023,birincipuan2023,depremzedeyerlesen2023,depremzedepuan2023,kadinyerlesen2023,kadinpuan2023,sehityerlesen2023,sehitpuan2023,ekkontenjan2023,eksehitkontenjan2023,ekkadinkontenjan2023,ekdepremzedekontenjan2023,sira2023,puan2023,kontenjan2024,birinci2024,sehitkontenjan2024,kadinkontenjan2024,depremzedekontenjan2024,puan2024,sira2024,maxpuan2024,yerlesen2024,birinciyerlesen2024
101110015,Alman Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 24, 158, 168",751.0,Dil ve Tarih Coğrafya Fakültesi,(Almanca),ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,486.45379,396.45247,25049.0,52.0,35.0,39.0,17.0,15.0,16.0,20.0,23.0,14.0,3.0,4.0,10.0,14.0,1225.0,1240.0,74.0,65.0,310.0,306.0,818.0,881.0,50.0,0,2.0,0.0,2.0,51.0,456.84582,1.0,300.95296,0.0,0.0,2.0,233.86149,0.0,0.0,4.0,0.0,0.0,0.0,21440,417.29874,55,2,0,0,0,412.84698486328125,19603,469.9930114746094,57,0
101110024,Amerikan Kültürü ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 23, 24, 160",752.0,Dil ve Tarih Coğrafya Fakültesi,(İngilizce),ANKARA,DEVLET,0,60.0,2.0,418.55267,418.55267,1.0,440.99189,426.55594,15304.0,61.0,46.0,44.0,16.0,19.0,33.0,40.0,20.0,16.0,3.0,3.0,4.0,2.0,1228.0,1205.0,71.0,68.0,238.0,275.0,871.0,890.0,60.0,0,2.0,0.0,2.0,60.0,454.16795,2.0,392.02357,0.0,0.0,1.0,177.00069,0.0,0.0,1.0,0.0,1.0,0.0,13963,438.973,65,2,0,0,0,440.572998046875,10949,456.4679870605469,65,2
101110033,Antropoloji,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,753.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,391.84414,288.49714,492408.0,52.0,30.0,30.0,22.0,24.0,3.0,9.0,11.0,4.0,11.0,9.0,26.0,30.0,944.0,880.0,57.0,63.0,218.0,225.0,599.0,601.0,50.0,0,2.0,0.0,2.0,52.0,355.60448,0.0,0.0,0.0,0.0,2.0,231.34703,0.0,0.0,3.0,0.0,0.0,0.0,423258,298.48815,55,2,0,0,0,294.2969970703125,389784,361.83099365234375,57,0
101110042,Arap Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,168,755.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,60.0,2.0,0.0,0.0,0.0,415.48525,303.75195,60977.0,62.0,42.0,40.0,20.0,23.0,18.0,10.0,18.0,20.0,10.0,14.0,16.0,19.0,408.0,437.0,31.0,48.0,96.0,135.0,251.0,314.0,60.0,0,2.0,0.0,2.0,62.0,444.50885,0.0,0.0,0.0,0.0,1.0,189.68873,0.0,0.0,7.0,0.0,1.0,0.0,62215,323.8291,60,2,0,0,0,323.9849853515625,60119,401.6050109863281,62,0
101110051,Arkeoloji,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,"22, 23, 24",756.0,Dil ve Tarih Coğrafya Fakültesi,(İngilizce),ANKARA,DEVLET,0,25.0,1.0,264.96209,264.96209,1.0,392.83816,335.8019,225915.0,25.0,17.0,13.0,9.0,14.0,7.0,9.0,4.0,3.0,4.0,4.0,11.0,11.0,556.0,618.0,78.0,90.0,175.0,188.0,355.0,416.0,25.0,0,1.0,0.0,1.0,26.0,378.58092,0.0,0.0,0.0,0.0,1.0,259.67256,0.0,0.0,5.0,0.0,0.0,0.0,215275,335.57423,25,1,0,0,0,324.4280090332031,215188,354.3070068359375,25,1
101110069,Bilgi ve Belge Yönetimi,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,757.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,340.97959,305.38729,375563.0,52.0,40.0,38.0,12.0,16.0,17.0,10.0,24.0,25.0,2.0,5.0,9.0,13.0,1192.0,914.0,98.0,67.0,302.0,247.0,734.0,580.0,50.0,0,2.0,0.0,2.0,51.0,380.13029,1.0,205.61199,0.0,0.0,2.0,207.59974,0.0,0.0,5.0,0.0,0.0,0.0,327415,313.17268,55,2,0,0,0,309.69500732421875,289552,353.27801513671875,57,0
101110087,Coğrafya,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,759.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,304.76295,304.76295,1.0,415.49533,367.89236,66973.0,51.0,26.0,26.0,26.0,28.0,14.0,13.0,21.0,25.0,2.0,4.0,13.0,10.0,1344.0,1159.0,160.0,131.0,390.0,323.0,857.0,775.0,50.0,0,2.0,0.0,2.0,51.0,414.89331,1.0,285.32689,0.0,0.0,2.0,322.43856,0.0,0.0,0.0,0.0,0.0,0.0,57251,372.22061,55,2,0,0,0,384.24798583984375,54961,454.0190124511719,57,0
101110096,Çağdaş Türk Lehçeleri ve Edebiyatları,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,762.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,60.0,2.0,0.0,0.0,0.0,413.13778,317.49459,244214.0,62.0,39.0,45.0,23.0,29.0,18.0,13.0,21.0,24.0,11.0,15.0,11.0,19.0,716.0,810.0,43.0,66.0,169.0,248.0,469.0,570.0,70.0,0,2.0,0.0,2.0,72.0,444.9795,0.0,0.0,0.0,0.0,2.0,239.28962,0.0,0.0,2.0,0.0,1.0,0.0,175706,331.49755,75,2,0,0,0,346.72900390625,151301,401.0679931640625,77,0
101110103,Çağdaş Yunan Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,168,763.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,35.0,1.0,0.0,0.0,0.0,441.45183,335.98447,47781.0,36.0,19.0,20.0,17.0,17.0,8.0,4.0,9.0,8.0,10.0,9.0,8.0,13.0,288.0,358.0,18.0,35.0,66.0,87.0,184.0,241.0,35.0,0,1.0,0.0,1.0,36.0,484.25816,0.0,0.0,0.0,0.0,1.0,295.03946,0.0,0.0,3.0,0.0,1.0,0.0,41160,369.94216,40,1,0,0,0,362.239013671875,41101,438.8529968261719,41,0
101110121,Fars Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,159,769.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,428.99105,247.70863,86539.0,52.0,32.0,24.0,20.0,29.0,9.0,6.0,16.0,12.0,11.0,8.0,15.0,23.0,231.0,429.0,16.0,38.0,51.0,108.0,128.0,275.0,50.0,0,2.0,0.0,2.0,52.0,432.49389,0.0,0.0,0.0,0.0,1.0,274.21176,0.0,0.0,12.0,0.0,2.0,0.0,75899,297.07092,50,2,0,0,0,297.5610046386719,74370,454.07000732421875,52,0
101110139,Felsefe,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,770.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,40.0,1.0,0.0,0.0,0.0,418.40789,319.21844,299372.0,41.0,21.0,21.0,20.0,21.0,2.0,3.0,10.0,2.0,7.0,10.0,19.0,27.0,1091.0,892.0,61.0,65.0,232.0,228.0,682.0,613.0,40.0,0,1.0,0.0,1.0,41.0,463.71794,0.0,0.0,0.0,0.0,1.0,210.19688,0.0,0.0,7.0,0.0,0.0,0.0,258972,325.99225,30,1,0,0,0,317.9590148925781,245181,418.8810119628906,31,0
101110148,Fransız Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 24, 159, 171",772.0,Dil ve Tarih Coğrafya Fakültesi,(Fransızca),ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,470.32031,400.86691,23556.0,52.0,34.0,37.0,18.0,16.0,20.0,26.0,16.0,18.0,5.0,1.0,10.0,8.0,930.0,972.0,46.0,53.0,189.0,236.0,643.0,706.0,50.0,0,2.0,0.0,2.0,51.0,450.68115,1.0,288.93322,0.0,0.0,1.0,156.58365,0.0,0.0,1.0,0.0,1.0,0.0,20826,418.94921,55,2,0,0,0,418.9330139160156,17491,488.4729919433594,55,2
101110166,Hindoloji,ANKARA ÜNİVERSİTESİ,4,DİL,168,775.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,30.0,1.0,0.0,0.0,0.0,381.88686,220.07168,100810.0,31.0,19.0,17.0,12.0,14.0,3.0,3.0,11.0,10.0,5.0,9.0,12.0,8.0,143.0,218.0,10.0,16.0,17.0,43.0,71.0,136.0,30.0,0,1.0,0.0,1.0,31.0,445.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,92624,267.476,35,1,0,0,0,270.97601318359375,90101,403.30499267578125,36,0
101110175,Hititoloji,ANKARA ÜNİVERSİTESİ,4,DİL,,776.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,20.0,1.0,0.0,0.0,0.0,470.49288,282.69728,70049.0,21.0,8.0,12.0,13.0,13.0,3.0,7.0,2.0,7.0,9.0,4.0,6.0,4.0,180.0,185.0,10.0,7.0,26.0,35.0,94.0,123.0,24.0,0,1.0,0.0,1.0,25.0,403.75997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,75264,298.28621,24,1,0,0,0,311.7170104980469,66564,417.3900146484375,25,0
101110184,Hungaroloji,ANKARA ÜNİVERSİTESİ,4,DİL,168,777.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,30.0,1.0,0.0,0.0,0.0,429.44263,250.06445,85352.0,31.0,11.0,18.0,20.0,14.0,7.0,5.0,10.0,11.0,8.0,7.0,6.0,8.0,190.0,312.0,12.0,26.0,39.0,74.0,101.0,198.0,30.0,0,1.0,0.0,1.0,31.0,437.70247,0.0,0.0,0.0,0.0,1.0,307.58238,0.0,0.0,4.0,0.0,1.0,0.0,69426,309.61546,30,1,0,0,0,319.6759948730469,62284,413.90899658203125,31,0
101110193,İngiliz Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 23, 24, 160",778.0,Dil ve Tarih Coğrafya Fakültesi,(İngilizce),ANKARA,DEVLET,0,70.0,2.0,402.54777,402.54777,1.0,462.43528,438.78363,12055.0,71.0,52.0,59.0,20.0,15.0,38.0,40.0,27.0,24.0,4.0,8.0,2.0,2.0,2088.0,2143.0,161.0,203.0,566.0,683.0,1577.0,1704.0,70.0,0,2.0,0.0,2.0,70.0,470.24758,2.0,376.10452,0.0,0.0,2.0,238.3746,0.0,0.0,0.0,0.0,0.0,0.0,10964,449.66282,70,2,0,0,0,452.5159912109375,8187,472.04998779296875,70,2
101110209,İspanyol Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 24, 93, 168",779.0,Dil ve Tarih Coğrafya Fakültesi,(İspanyolca),ANKARA,DEVLET,0,45.0,2.0,401.27715,401.27715,1.0,494.47609,415.83241,18551.0,46.0,25.0,32.0,22.0,16.0,22.0,14.0,9.0,16.0,6.0,2.0,9.0,12.0,845.0,1069.0,96.0,138.0,257.0,348.0,611.0,805.0,45.0,0,2.0,0.0,2.0,47.0,484.12143,0.0,0.0,0.0,0.0,1.0,267.52157,0.0,0.0,3.0,0.0,2.0,0.0,16324,431.57252,45,2,0,0,0,433.37701416015625,12905,472.8869934082031,45,2
101110218,İtalyan Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 24, 159, 172",780.0,Dil ve Tarih Coğrafya Fakültesi,(İtalyanca),ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,456.85235,393.18213,26248.0,52.0,37.0,38.0,15.0,14.0,21.0,21.0,15.0,16.0,5.0,6.0,11.0,9.0,801.0,973.0,40.0,65.0,159.0,230.0,537.0,670.0,50.0,0,2.0,0.0,2.0,52.0,472.81457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,23039,413.08542,55,2,0,0,0,410.93499755859375,20290,443.2900085449219,57,0
101110227,Japon Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,168,781.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,367.27664,338.95702,2.0,497.90634,441.88538,11257.0,50.0,33.0,29.0,19.0,23.0,22.0,23.0,13.0,19.0,7.0,4.0,9.0,3.0,1005.0,926.0,327.0,328.0,548.0,533.0,840.0,788.0,50.0,0,2.0,0.0,2.0,50.0,503.91263,2.0,310.48683,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,11576,447.19347,50,2,0,0,0,439.1619873046875,11318,506.6629943847656,51,1
101110236,Kore Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,159,783.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,40.0,1.0,334.95868,334.95868,1.0,471.55666,417.55652,18019.0,40.0,34.0,31.0,7.0,10.0,24.0,17.0,5.0,10.0,6.0,9.0,4.0,4.0,829.0,796.0,145.0,154.0,386.0,371.0,667.0,637.0,40.0,0,1.0,0.0,1.0,40.0,454.75682,1.0,381.41258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18950,424.11549,45,2,0,0,0,425.7349853515625,15224,480.65301513671875,47,0
101110245,Latin Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,168,785.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,30.0,1.0,0.0,0.0,0.0,461.86846,357.76575,39301.0,31.0,14.0,17.0,17.0,14.0,12.0,10.0,9.0,8.0,4.0,5.0,5.0,7.0,313.0,343.0,23.0,17.0,63.0,69.0,189.0,228.0,30.0,0,1.0,0.0,1.0,31.0,411.69147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,37246,378.90149,35,1,0,0,0,378.8009948730469,33522,475.0220031738281,36,0
101110263,Psikoloji,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,788.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,100.0,3.0,425.75148,416.16833,3.0,459.69678,435.55468,14281.0,100.0,84.0,79.0,19.0,27.0,41.0,55.0,56.0,37.0,3.0,7.0,3.0,6.0,4022.0,2810.0,623.0,414.0,1755.0,1250.0,3128.0,2289.0,100.0,0,3.0,0.0,3.0,100.0,461.75502,3.0,423.6199,0.0,0.0,3.0,290.81501,0.0,0.0,1.0,0.0,0.0,0.0,9831,436.70543,90,3,0,0,0,421.6910095214844,15697,444.23699951171875,90,3
101110272,Rus Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,"22, 24, 94",789.0,Dil ve Tarih Coğrafya Fakültesi,(Rusça),ANKARA,DEVLET,0,30.0,1.0,0.0,0.0,0.0,436.05705,399.6582,23941.0,31.0,14.0,21.0,17.0,11.0,17.0,18.0,7.0,5.0,2.0,2.0,4.0,7.0,633.0,789.0,48.0,75.0,158.0,216.0,443.0,572.0,30.0,0,1.0,0.0,1.0,31.0,475.35487,0.0,0.0,0.0,0.0,1.0,335.79614,0.0,0.0,0.0,0.0,0.0,0.0,21591,416.8779,35,1,0,0,0,414.156005859375,19095,491.8280029296875,35,1
101110281,Sanat Tarihi,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,790.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,50.0,2.0,0.0,0.0,0.0,454.84342,353.8841,99933.0,52.0,29.0,31.0,23.0,23.0,5.0,2.0,5.0,2.0,10.0,13.0,31.0,36.0,948.0,861.0,68.0,86.0,228.0,276.0,618.0,610.0,50.0,0,2.0,0.0,2.0,52.0,409.23909,0.0,0.0,0.0,0.0,2.0,333.75393,0.0,0.0,5.0,0.0,1.0,0.0,77590,362.35004,30,1,0,0,0,390.5150146484375,44609,447.03399658203125,31,0
101110299,Sinoloji,ANKARA ÜNİVERSİTESİ,4,DİL,168,791.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,30.0,1.0,0.0,0.0,0.0,476.98626,427.69864,14964.0,31.0,26.0,20.0,5.0,11.0,16.0,9.0,8.0,10.0,3.0,6.0,4.0,6.0,354.0,317.0,85.0,65.0,185.0,162.0,306.0,264.0,30.0,0,1.0,0.0,1.0,31.0,481.20927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15634,433.58406,30,1,0,0,0,435.1600036621094,12401,497.8739929199219,30,1
101110306,Sosyoloji,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,792.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,60.0,2.0,0.0,0.0,0.0,401.72703,340.20108,209435.0,62.0,48.0,36.0,14.0,28.0,11.0,9.0,28.0,18.0,8.0,9.0,15.0,26.0,1681.0,1200.0,112.0,120.0,420.0,347.0,1080.0,863.0,60.0,0,2.0,0.0,2.0,62.0,387.73698,0.0,0.0,0.0,0.0,2.0,249.06639,0.0,0.0,3.0,0.0,0.0,0.0,189672,341.97256,40,1,0,0,0,337.20098876953125,165212,382.8399963378906,40,1
101110315,Sümeroloji,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,793.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,20.0,1.0,0.0,0.0,0.0,435.14701,326.32635,199679.0,21.0,12.0,12.0,9.0,10.0,0.0,2.0,3.0,1.0,3.0,7.0,14.0,11.0,280.0,331.0,27.0,30.0,60.0,78.0,168.0,201.0,20.0,0,1.0,0.0,1.0,21.0,393.57005,0.0,0.0,0.0,0.0,1.0,309.2522,0.0,0.0,4.0,0.0,0.0,0.0,138452,341.25014,20,1,0,0,0,357.4330139160156,116421,408.6820068359375,21,0
101110324,Tarih,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,794.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,80.0,2.0,392.86895,346.47354,2.0,469.99298,414.25832,12692.0,80.0,17.0,16.0,65.0,68.0,36.0,33.0,20.0,23.0,10.0,11.0,16.0,17.0,1489.0,1301.0,260.0,276.0,603.0,635.0,1103.0,1029.0,80.0,0,2.0,0.0,2.0,80.0,488.35273,2.0,314.29614,0.0,0.0,2.0,300.01185,0.0,0.0,4.0,0.0,0.0,0.0,7857,422.57674,30,1,0,0,0,456.15301513671875,2523,487.3919982910156,30,1
101110333,Türk Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,SÖZEL,,796.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,80.0,2.0,354.44324,332.13189,2.0,421.15263,374.54999,54850.0,80.0,60.0,58.0,22.0,26.0,32.0,33.0,33.0,37.0,7.0,5.0,9.0,7.0,1862.0,1482.0,188.0,167.0,587.0,482.0,1281.0,1079.0,80.0,0,2.0,0.0,2.0,80.0,441.49536,2.0,301.95774,0.0,0.0,2.0,313.36284,0.0,0.0,0.0,0.0,0.0,0.0,42608,381.23181,30,1,0,0,0,413.5060119628906,18692,442.72698974609375,30,1
101110342,Urdu Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,,797.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,20.0,1.0,0.0,0.0,0.0,301.28276,197.97103,111576.0,21.0,14.0,12.0,7.0,20.0,6.0,3.0,3.0,13.0,3.0,2.0,4.0,11.0,95.0,221.0,2.0,11.0,11.0,41.0,48.0,118.0,30.0,0,1.0,0.0,1.0,31.0,456.95802,0.0,0.0,0.0,0.0,1.0,213.35271,0.0,0.0,6.0,0.0,0.0,0.0,111291,238.13064,30,1,0,0,0,250.552001953125,103438,308.8800048828125,31,0
101110351,Yunan Dili ve Edebiyatı,ANKARA ÜNİVERSİTESİ,4,DİL,168,798.0,Dil ve Tarih Coğrafya Fakültesi,,ANKARA,DEVLET,0,20.0,1.0,0.0,0.0,0.0,487.92596,331.55954,49554.0,21.0,12.0,12.0,9.0,9.0,5.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,309.0,358.0,24.0,16.0,75.0,72.0,192.0,235.0,20.0,0,1.0,0.0,1.0,21.0,430.36434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43357,365.00711,25,1,0,0,0,362.8280029296875,40827,444.0450134277344,26,0
101110369,Diş Hekimliği,ANKARA ÜNİVERSİTESİ,5,SAYISAL,147,801.0,Diş Hekimliği Fakültesi,,ANKARA,DEVLET,0,140.0,4.0,491.95881,486.89131,4.0,512.33224,493.28178,21968.0,140.0,97.0,99.0,47.0,45.0,66.0,84.0,76.0,58.0,2.0,2.0,0.0,0.0,4351.0,2914.0,246.0,228.0,1283.0,1037.0,2539.0,1738.0,140.0,0,0.0,0.0,4.0,140.0,517.28586,4.0,486.57115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21423,495.69718,140,4,0,0,0,477.3869934082031,21111,520.322021484375,140,4
101110378,Eczacılık,ANKARA ÜNİVERSİTESİ,5,SAYISAL,"148, 149",804.0,Eczacılık Fakültesi,,ANKARA,DEVLET,0,120.0,3.0,465.59203,464.52174,3.0,498.76448,468.66419,40771.0,120.0,93.0,86.0,30.0,37.0,37.0,73.0,83.0,47.0,1.0,3.0,0.0,0.0,3667.0,2976.0,139.0,161.0,794.0,742.0,1929.0,1529.0,120.0,0,0.0,0.0,3.0,120.0,501.22541,3.0,453.5087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42983,467.13329,80,2,0,0,0,445.656005859375,41800,494.6300048828125,80,2
101110387,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği,ANKARA ÜNİVERSİTESİ,4,SAYISAL,"1, 150, 151",809.0,Eğitim Bilimleri Fakültesi,,ANKARA,DEVLET,0,20.0,1.0,0.0,0.0,0.0,321.20204,310.72353,262398.0,21.0,9.0,11.0,12.0,10.0,7.0,4.0,14.0,16.0,0.0,0.0,0.0,1.0,273.0,463.0,2.0,5.0,15.0,52.0,98.0,241.0,20.0,0,0.0,0.0,1.0,21.0,377.85835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221173,335.22004,20,1,0,0,0,313.468994140625,225271,325.6400146484375,21,0
101110403,Okul Öncesi Öğretmenliği,ANKARA ÜNİVERSİTESİ,4,SÖZEL,"1, 150, 151",810.0,Eğitim Bilimleri Fakültesi,,ANKARA,DEVLET,0,70.0,2.0,403.49437,393.64696,2.0,468.87001,414.93372,12332.0,70.0,59.0,61.0,13.0,11.0,23.0,32.0,25.0,32.0,5.0,5.0,19.0,3.0,2608.0,2161.0,293.0,186.0,925.0,748.0,1954.0,1634.0,70.0,0,0.0,0.0,2.0,70.0,453.07912,2.0,405.1922,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8554,420.71153,50,2,0,0,0,436.1830139160156,6673,455.9460144042969,50,2
101110412,Rehberlik ve Psikolojik Danışmanlık,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,"150, 151",812.0,Eğitim Bilimleri Fakültesi,,ANKARA,DEVLET,0,70.0,2.0,393.24436,390.58833,2.0,412.24131,398.00605,61072.0,70.0,65.0,60.0,7.0,12.0,34.0,35.0,32.0,37.0,3.0,0.0,3.0,0.0,1288.0,1868.0,100.0,196.0,352.0,596.0,805.0,1250.0,70.0,0,0.0,0.0,2.0,70.0,435.6628,2.0,380.32357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48483,397.8634,35,1,0,0,0,387.8489990234375,49802,415.54998779296875,35,1
101110421,Sınıf Öğretmenliği,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,"1, 150, 151",813.0,Eğitim Bilimleri Fakültesi,,ANKARA,DEVLET,0,60.0,2.0,365.99423,365.88001,2.0,434.18415,390.42278,75473.0,60.0,43.0,50.0,19.0,12.0,17.0,21.0,44.0,36.0,0.0,2.0,1.0,2.0,1851.0,2429.0,157.0,201.0,547.0,825.0,1180.0,1627.0,60.0,0,0.0,0.0,2.0,60.0,403.89507,2.0,377.01226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56415,393.14017,50,2,0,0,0,379.38800048828125,62669,441.85699462890625,50,2
101110439,Sosyal Bilgiler Öğretmenliği,ANKARA ÜNİVERSİTESİ,4,SÖZEL,"1, 150, 151",814.0,Eğitim Bilimleri Fakültesi,,ANKARA,DEVLET,0,60.0,2.0,0.0,0.0,0.0,404.01304,374.87971,54260.0,62.0,41.0,37.0,21.0,25.0,22.0,15.0,27.0,25.0,5.0,7.0,8.0,14.0,1275.0,1303.0,80.0,105.0,259.0,339.0,742.0,821.0,60.0,0,0.0,0.0,2.0,61.0,410.03877,1.0,328.94396,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,45723,379.13,40,1,0,0,0,394.2179870605469,39256,426.1390075683594,40,1
101110457,Astronomi ve Uzay Bilimleri,ANKARA ÜNİVERSİTESİ,4,SAYISAL,,816.0,Fen Fakültesi,,ANKARA,DEVLET,0,40.0,1.0,280.41964,280.41964,1.0,417.01049,309.78088,264972.0,40.0,22.0,14.0,19.0,28.0,15.0,12.0,17.0,17.0,1.0,6.0,8.0,7.0,1235.0,1049.0,180.0,150.0,394.0,339.0,778.0,683.0,40.0,0,1.0,0.0,1.0,40.0,401.7492,1.0,284.62784,0.0,0.0,1.0,175.12052,0.0,0.0,3.0,0.0,0.0,0.0,231248,331.11897,45,2,0,0,0,307.6510009765625,241575,399.2980041503906,45,2
101110466,Biyoloji,ANKARA ÜNİVERSİTESİ,4,SAYISAL,48,819.0,Fen Fakültesi,,ANKARA,DEVLET,0,90.0,3.0,0.0,0.0,0.0,435.18255,332.07219,210957.0,93.0,71.0,72.0,22.0,22.0,41.0,34.0,45.0,56.0,3.0,1.0,3.0,2.0,1424.0,1183.0,90.0,71.0,352.0,318.0,921.0,784.0,90.0,0,3.0,0.0,3.0,90.0,387.88358,3.0,314.95345,0.0,0.0,1.0,187.59936,0.0,0.0,2.0,0.0,3.0,0.0,188742,350.0106,70,2,0,0,0,333.0580139160156,179199,363.4849853515625,70,2
