abu_program_key,peer_program_key,relation,peer_university,peer_program_code
NEW_MEDIA_COMM,HALKLA ILISKILER VE TANITIM,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690536
NEW_MEDIA_COMM,ILETISIM VE TASARIMI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690496
NEW_MEDIA_COMM,RADYO TELEVIZYON VE SINEMA,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690539
NEW_MEDIA_COMM,ILETISIM BILIMLERI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104890266
NEW_MEDIA_COMM,RADYO TELEVIZYON VE SINEMA,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104800549
NEW_MEDIA_COMM,RADYOTERAPI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850476
NEW_MEDIA_COMM,HALKLA ILISKILER VE REKLAMCILIK,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110808
NEW_MEDIA_COMM,ILETISIM VE TASARIMI,similar,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202190188
PILOTAJ,PILOTAJ,same,ATILIM ÜNİVERSİTESİ (ANKARA),200211465
PILOTAJ,PILOTAJ,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710544
PILOTAJ,HAVACILIK YONETIMI,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200211526
PILOTAJ,HAVACILIK YONETIMI,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710941
PILOTAJ,UCAK MUHENDISLIGI,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710562
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111711994
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ANKARA MEDİPOL ÜNİVERSİTESİ,209200528
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910098
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010102
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ANKARA ÜNİVERSİTESİ,101190759
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ATILIM ÜNİVERSİTESİ (ANKARA),200210794
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810468
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410266
POLITICAL_SCI_PA,POLITICAL_SCI_PA,same,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110665
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111710484
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210089
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910023
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010086
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ANKARA ÜNİVERSİTESİ,101190766
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210291
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200610348
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810486
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410275
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,TED ÜNİVERSİTESİ (ANKARA),206700136
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205411139
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,UFUK ÜNİVERSİTESİ (ANKARA),205810288
POLITICAL_SCI_PA,SIYASET BILIMI VE ULUSLARARASI ILISKILER,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110526
POLITICAL_SCI_PA,ULUSLARARASI ILISKILER,similar,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110674
PSYCHOLOGY,PSYCHOLOGY,same,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111790325
PSYCHOLOGY,PSYCHOLOGY,same,ANKARA MEDİPOL ÜNİVERSİTESİ,209210010
PSYCHOLOGY,PSYCHOLOGY,same,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910103
PSYCHOLOGY,PSYCHOLOGY,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010244
PSYCHOLOGY,PSYCHOLOGY,same,ANKARA ÜNİVERSİTESİ,101110263
PSYCHOLOGY,PSYCHOLOGY,same,ATILIM ÜNİVERSİTESİ (ANKARA),200211474
PSYCHOLOGY,PSYCHOLOGY,same,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690678
PSYCHOLOGY,PSYCHOLOGY,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810141
PSYCHOLOGY,PSYCHOLOGY,same,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410178
PSYCHOLOGY,PSYCHOLOGY,same,TED ÜNİVERSİTESİ (ANKARA),206710198
PSYCHOLOGY,PSYCHOLOGY,same,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205410998
PSYCHOLOGY,PSYCHOLOGY,same,UFUK ÜNİVERSİTESİ (ANKARA),205850509
PSYCHOLOGY,PSYCHOLOGY,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110598
PSYCHOLOGY,PSYCHOLOGY,same,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110656
PSYCHOLOGY,SOSYOLOJI,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111711597
PSYCHOLOGY,SOSYOLOJI,similar,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910100
PSYCHOLOGY,SOSYOLOJI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010138
PSYCHOLOGY,REHBERLIK VE PSIKOLOJIK DANISMANLIK,similar,ANKARA ÜNİVERSİTESİ,101110412
PSYCHOLOGY,SOSYOLOJI,similar,ANKARA ÜNİVERSİTESİ,101110306
PSYCHOLOGY,REHBERLIK VE PSIKOLOJIK DANISMANLIK,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200611188
PSYCHOLOGY,SOSYOLOJI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200611743
PSYCHOLOGY,REHBERLIK VE PSIKOLOJIK DANISMANLIK,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104110333
PSYCHOLOGY,REHBERLIK VE PSIKOLOJIK DANISMANLIK,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810317
PSYCHOLOGY,SOSYOLOJI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810168
PSYCHOLOGY,SOSYOLOJI,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410187
PSYCHOLOGY,REHBERLIK VE PSIKOLOJIK DANISMANLIK,similar,TED ÜNİVERSİTESİ (ANKARA),206710417
PSYCHOLOGY,SOSYOLOJI,similar,TED ÜNİVERSİTESİ (ANKARA),206710347
SOFTWARE_ENG,SOFTWARE_ENG,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090116
SOFTWARE_ENG,SOFTWARE_ENG,same,ANKARA ÜNİVERSİTESİ,101190584
SOFTWARE_ENG,SOFTWARE_ENG,same,ATILIM ÜNİVERSİTESİ (ANKARA),200210564
SOFTWARE_ENG,SOFTWARE_ENG,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110040
SOFTWARE_ENG,SOFTWARE_ENG,same,TED ÜNİVERSİTESİ (ANKARA),206710459
SOFTWARE_ENG,SOFTWARE_ENG,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205750169
SOFTWARE_ENG,SOFTWARE_ENG,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190054
SOFTWARE_ENG,COMPUTER_ENG,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200444
SOFTWARE_ENG,YAPAY ZEKA DESTEKLI TASARIM VE ANIMASYON,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200178
SOFTWARE_ENG,YAPAY ZEKA DESTEKLI WEB TASARIMI VE KODLAMA,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200192
SOFTWARE_ENG,COMPUTER_ENG,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010032
SOFTWARE_ENG,COMPUTER_ENG,similar,ANKARA ÜNİVERSİTESİ,101110581
SOFTWARE_ENG,YAPAY ZEKA VE VERI MUHENDISLIGI,similar,ANKARA ÜNİVERSİTESİ,101190577
SOFTWARE_ENG,COMPUTER_ENG,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210325
SOFTWARE_ENG,INFO_SYS_ENG,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210352
SOFTWARE_ENG,AI_ENG,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690899
SOFTWARE_ENG,COMPUTER_ENG,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690872
SOFTWARE_ENG,COMPUTER_ENG,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104110624
SOFTWARE_ENG,COMPUTER_ENG,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104800535
SOFTWARE_ENG,YAPAY ZEKA VE VERI MUHENDISLIGI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104800542
SOFTWARE_ENG,COMPUTER_ENG,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410336
SOFTWARE_ENG,AI_ENG,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110131
SOFTWARE_ENG,COMPUTER_ENG,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110066
SOFTWARE_ENG,COMPUTER_ENG,similar,TED ÜNİVERSİTESİ (ANKARA),206700143
SOFTWARE_ENG,AI_ENG,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205490117
SOFTWARE_ENG,COMPUTER_ENG,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205410326
SOFTWARE_ENG,COMPUTER_ENG,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710623
SOFTWARE_ENG,YAPAY ZEKA OPERATORLUGU,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205700115
SOFTWARE_ENG,COMPUTER_ENG,similar,TÜRK-JAPON BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,113200101
SOFTWARE_ENG,COMPUTER_ENG,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850710
SOFTWARE_ENG,COMPUTER_ENG,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110544
SOFTWARE_ENG,COMPUTER_ENG,similar,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110735
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI VERI ISLEME TEKNIKERLIGI,same,LOKMAN HEKİM ÜNİVERSİTESİ (ANKARA),208810179
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI VERI ISLEME TEKNIKERLIGI,same,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950363
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111712056
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210033
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090037
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110050067
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,ANKARA ÜNİVERSİTESİ,101111349
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI DOKUMANTASYON VE SEKRETERLIK,similar,ANKARA ÜNİVERSİTESİ,101150208
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,ANKARA ÜNİVERSİTESİ,101150605
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200290187
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200611813
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI DOKUMANTASYON VE SEKRETERLIK,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651293
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI DOKUMANTASYON VE SEKRETERLIK,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104150086
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104150589
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104811042
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI DOKUMANTASYON VE SEKRETERLIK,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850061
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850431
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,LOKMAN HEKİM ÜNİVERSİTESİ (ANKARA),208810042
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (İSTANBUL),111091166
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (İSTANBUL),111050213
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850523
TIBBI VERI ISLEME TEKNIKERLIGI,SAGLIK YONETIMI,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950076
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI DOKUMANTASYON VE SEKRETERLIK,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950079
TIBBI VERI ISLEME TEKNIKERLIGI,TIBBI LABORATUVAR TEKNIKLERI,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950167
TURIZM VE OTEL ISLETMECILIGI,TURIZM VE OTEL ISLETMECILIGI,same,ANKARA ÜNİVERSİTESİ,101150492
TURIZM VE OTEL ISLETMECILIGI,TURIZM VE OTEL ISLETMECILIGI,same,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651354
TURIZM VE OTEL ISLETMECILIGI,TURIZM VE OTEL ISLETMECILIGI,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850113
TURIZM VE OTEL ISLETMECILIGI,TURIZM VE OTEL ISLETMECILIGI,same,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202190196
TURIZM VE OTEL ISLETMECILIGI,ASCILIK,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111790388
TURIZM VE OTEL ISLETMECILIGI,GASTRONOMI VE MUTFAK SANATLARI,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111711437
TURIZM VE OTEL ISLETMECILIGI,TURIZM ISLETMECILIGI,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111711473
TURIZM VE OTEL ISLETMECILIGI,TURIZM REHBERLIGI,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111790423
TURIZM VE OTEL ISLETMECILIGI,GASTRONOMI VE MUTFAK SANATLARI,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210081
TURIZM VE OTEL ISLETMECILIGI,ASCILIK,similar,ANKARA ÜNİVERSİTESİ,101190202
TURIZM VE OTEL ISLETMECILIGI,TURIZM VE SEYAHAT HIZMETLERI,similar,ANKARA ÜNİVERSİTESİ,101150598
TURIZM VE OTEL ISLETMECILIGI,ASCILIK,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651645
TURIZM VE OTEL ISLETMECILIGI,GASTRONOMI VE MUTFAK SANATLARI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690869
TURIZM VE OTEL ISLETMECILIGI,TURIZM ISLETMECILIGI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690506
UCAK MUHENDISLIGI,UCAK MUHENDISLIGI,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710562
UCAK MUHENDISLIGI,HAVACILIK VE UZAY MUHENDISLIGI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090078
UCAK MUHENDISLIGI,UCAK TEKNOLOJISI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090129
UCAK MUHENDISLIGI,HAVACILIK VE UZAY MUHENDISLIGI,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200290172
UCAK MUHENDISLIGI,UCAK TEKNOLOJISI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104151199
UCAK MUHENDISLIGI,HAVACILIK VE UZAY MUHENDISLIGI,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410381
UCAK MUHENDISLIGI,HAVACILIK VE UZAY MUHENDISLIGI,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110117
UCAK MUHENDISLIGI,UCAK TEKNOLOJISI,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205750101
UCAK MUHENDISLIGI,UZAY MUHENDISLIGI,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710589
UCAK TEKNOLOJISI,UCAK TEKNOLOJISI,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090129
UCAK TEKNOLOJISI,UCAK TEKNOLOJISI,same,GAZİ ÜNİVERSİTESİ (ANKARA),104151199
UCAK TEKNOLOJISI,UCAK TEKNOLOJISI,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205750101
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010059
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,ANKARA ÜNİVERSİTESİ,101100647
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210819
UCAK TEKNOLOJISI,OTOMOTIV MUHENDISLIGI,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210828
UCAK TEKNOLOJISI,MAKINE,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690440
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200610542
UCAK TEKNOLOJISI,OTOMOTIV TEKNOLOJISI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651778
UCAK TEKNOLOJISI,MAKINE,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104151012
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104110678
UCAK TEKNOLOJISI,OTOMOTIV MUHENDISLIGI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104111313
UCAK TEKNOLOJISI,MAKINE,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850537
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104890268
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410433
UCAK TEKNOLOJISI,MAKINE,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110016
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110159
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,TED ÜNİVERSİTESİ (ANKARA),206710633
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205410353
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710729
UCAK TEKNOLOJISI,UCAK MUHENDISLIGI,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710562
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110465
UCAK TEKNOLOJISI,MECHANICAL_ENG,similar,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110886
WEB TASARIMI VE KODLAMA,WEB TASARIMI VE KODLAMA,same,ANKARA ÜNİVERSİTESİ,101190612
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210039
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090119
WEB TASARIMI VE KODLAMA,GRAFIK TASARIMI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090122
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,ANKARA ÜNİVERSİTESİ,101100584
WEB TASARIMI VE KODLAMA,GRAFIK TASARIMI,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200211598
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651609
WEB TASARIMI VE KODLAMA,GRAFIK TASARIMI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690028
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104151003
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850652
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100108
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850278
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950125
WEB TASARIMI VE KODLAMA,GRAFIK TASARIMI,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950279
WEB TASARIMI VE KODLAMA,BILGISAYAR PROGRAMCILIGI,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190062
WEB TASARIMI VE KODLAMA,GRAFIK TASARIMI,similar,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202190183
